WigleWifi-1.4,appRelease=2.26,model=Nexus 5,release=6.0.1,device=hammerhead,display=M4B30Z,board=hammerhead,brand=google
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-81,32.1005890766667,35.2103140966668,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-55,32.1005890766667,35.2103140966668,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-61,32.1005890766667,35.2103140966668,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-85,32.1005890766667,35.2103140966668,0,18.499885559082,WIFI
ec:8c:a2:08:78:c8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-85,32.1005890766667,35.2103140966668,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-69,32.1007482466667,35.2102553766668,0,18.499885559082,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS],1970-01-01 02:00:00,52,-57,32.1007482466667,35.2102553766668,0,18.499885559082,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-56,32.1007482466667,35.2102553766668,0,18.499885559082,WIFI
1c:b9:c4:16:d2:88,Ariel_University,[ESS],1970-01-01 02:00:00,11,-68,32.1007482466667,35.2102553766668,0,18.499885559082,WIFI
24:79:2a:2c:3d:68,Ariel_University,[ESS],1970-01-01 02:00:00,11,-74,32.1007482466667,35.2102553766668,0,18.499885559082,WIFI
1c:b9:c4:96:28:e7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,52,-58,32.1007482466667,35.2102553766668,0,18.499885559082,WIFI
c4:0b:cb:80:23:eb,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-64,32.1007482466667,35.2102553766668,0,18.499885559082,WIFI
34:8f:27:20:8c:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-85,32.1007482466667,35.2102553766668,0,18.499885559082,WIFI
ec:8c:a2:08:78:c8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-85,32.1007482466667,35.2102553766668,0,18.499885559082,WIFI
24:79:2a:ac:3d:67,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-81,32.1007482466667,35.2102553766668,0,18.499885559082,WIFI
24:79:2a:2c:3d:6c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-81,32.1007482466667,35.2102553766668,0,18.499885559082,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-68,32.1009074166667,35.2101966566668,0,18.499885559082,WIFI
